"","ASV000001","ASV000002","ASV000003","ASV000004","ASV000005","ASV000006","ASV000007","ASV000008","ASV000009","ASV000010","ASV000011","ASV000012","ASV000013","ASV000014","ASV000015","ASV000016","ASV000017","ASV000018","ASV000019","ASV000020","ASV000021","ASV000022","ASV000023","ASV000024","ASV000025","ASV000026","ASV000027","ASV000028","ASV000029","ASV000030","ASV000031","ASV000032","ASV000033","ASV000034","ASV000035","ASV000036","ASV000037","ASV000038","ASV000039","ASV000040","ASV000041","ASV000042","ASV000043","ASV000044","ASV000045","ASV000046","ASV000047","ASV000048","ASV000049","ASV000050","ASV000051","ASV000052","ASV000053","ASV000054","ASV000055","ASV000056","ASV000057","ASV000058","ASV000059","ASV000060","ASV000061","ASV000062","ASV000063","ASV000064","ASV000065","ASV000066","ASV000067","ASV000068","ASV000069","ASV000070","ASV000071","ASV000072","ASV000073","ASV000074","ASV000075","ASV000076","ASV000077","ASV000078","ASV000079","ASV000080","ASV000081","ASV000082","ASV000083","ASV000084","ASV000085","ASV000086","ASV000087","ASV000088","ASV000089","ASV000090","ASV000091","ASV000092","ASV000093","ASV000094","ASV000095","ASV000096","ASV000097","ASV000098","ASV000099","ASV000100","ASV000101","ASV000102","ASV000103","ASV000104","ASV000105","ASV000106","ASV000107","ASV000108","ASV000109","ASV000110","ASV000111","ASV000112","ASV000113","ASV000114","ASV000115","ASV000116","ASV000117","ASV000118","ASV000119","ASV000120","ASV000121","ASV000122","ASV000123","ASV000124","ASV000125","ASV000126","ASV000127","ASV000128","ASV000129","ASV000130","ASV000131","ASV000132","ASV000133","ASV000134","ASV000135","ASV000136","ASV000137","ASV000138","ASV000139","ASV000140","ASV000141","ASV000142","ASV000143","ASV000144","ASV000145","ASV000146","ASV000147","ASV000148","ASV000149","ASV000150","ASV000151","ASV000152","ASV000153","ASV000154","ASV000155","ASV000156","ASV000157","ASV000158","ASV000159","ASV000160","ASV000161","ASV000162","ASV000163","ASV000164","ASV000165","ASV000166","ASV000167","ASV000168","ASV000169","ASV000170","ASV000171","ASV000172","ASV000173","ASV000174","ASV000175","ASV000176","ASV000177","ASV000178","ASV000179","ASV000180","ASV000181","ASV000182","ASV000183","ASV000184","ASV000185","ASV000186","ASV000187","ASV000188","ASV000189","ASV000190","ASV000191","ASV000192","ASV000193","ASV000194","ASV000195","ASV000196","ASV000197","ASV000198","ASV000199","ASV000200","ASV000201","ASV000202","ASV000203","ASV000204","ASV000205","ASV000206","ASV000207","ASV000208","ASV000209","ASV000210","ASV000211","ASV000212","ASV000213","ASV000214","ASV000215","ASV000216","ASV000217","ASV000218","ASV000219","ASV000220","ASV000221","ASV000222","ASV000223","ASV000224","ASV000225","ASV000226","ASV000227","ASV000228","ASV000229","ASV000230","ASV000231","ASV000232","ASV000233","ASV000234","ASV000235","ASV000236","ASV000237","ASV000238","ASV000239","ASV000240","ASV000241","ASV000242","ASV000243","ASV000244","ASV000245","ASV000246","ASV000247","ASV000248","ASV000249","ASV000250","ASV000251","ASV000252","ASV000253","ASV000254","ASV000255","ASV000256","ASV000257","ASV000258","ASV000259","ASV000260","ASV000261","ASV000262","ASV000263","ASV000264","ASV000265","ASV000266","ASV000267","ASV000268","ASV000269","ASV000270","ASV000271","ASV000272","ASV000273","ASV000274","ASV000275","ASV000276","ASV000277","ASV000278","ASV000279","ASV000280","ASV000281","ASV000282","ASV000283","ASV000284","ASV000285","ASV000286","ASV000287","ASV000288","ASV000289","ASV000290","ASV000291","ASV000292","ASV000293","ASV000294","ASV000295","ASV000296","ASV000297","ASV000298","ASV000299","ASV000300","ASV000301","ASV000302","ASV000303","ASV000304","ASV000305","ASV000306","ASV000307","ASV000308","ASV000309","ASV000310","ASV000311","ASV000312","ASV000313","ASV000314","ASV000315","ASV000316","ASV000317","ASV000318","ASV000319","ASV000320","ASV000321","ASV000322","ASV000323","ASV000324","ASV000325","ASV000326","ASV000327","ASV000328","ASV000329","ASV000330","ASV000331","ASV000332","ASV000333","ASV000334","ASV000335","ASV000336","ASV000337","ASV000338","ASV000339","ASV000340","ASV000341","ASV000342","ASV000343","ASV000344","ASV000345","ASV000346","ASV000347","ASV000348","ASV000349","ASV000350","ASV000351","ASV000352","ASV000353"
"E03_T006_S009",0,0,13491,6712,8467,0,3454,0,0,5242,2856,0,4492,2994,0,4045,1644,0,0,0,515,0,0,335,0,0,0,0,0,372,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,68,0,0,0,1,0,85,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,109,0,0,0,0,0,0,0,0,1,1192,0,0,0,36,0,0,0,0,95,0,0,0,0,0,0,0,0,0,24,882,0,0,859,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,1,0,0,2,0,0,0,14,1,0,0,0,0,1,12,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T006_S010",0,0,5805,4607,3156,0,265,0,0,1358,1178,0,1303,605,0,1148,763,0,0,0,279,0,0,498,0,0,0,0,0,494,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,0,0,0,20,0,0,0,0,0,23,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,44,0,0,0,0,10,0,0,0,0,0,0,0,0,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,522,0,300,0,11,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,262,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T006_S011",0,0,1243,1037,393,0,12,0,0,2064,2028,0,83,124,0,912,219,0,0,0,104,0,0,196,0,0,0,0,0,125,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,2,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"E03_T007_S001",15413,6809,0,0,0,2634,0,1188,1312,0,0,699,0,0,1497,0,0,273,303,1,0,0,530,0,741,0,0,0,0,0,0,78,9,0,340,100,0,251,0,46,51,0,1,319,275,0,0,0,0,0,0,167,2,1,405,0,0,0,0,0,550,0,0,0,0,120,0,0,301,0,0,0,0,0,18,147,0,0,0,0,0,312,0,0,0,0,21,0,0,0,0,0,72,138,0,0,0,0,79,0,0,0,0,26,0,0,0,0,0,0,0,0,0,337,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,1,11,0,0,7,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,149,3,0,0,0,1,6,0,0,0,0,0,0,0,0,3,0,0,317,0,0,7,0,1,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,10,202,0,4,0,3,0,6,1,0,0,0,6,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T007_S002",17137,4970,0,0,0,1602,0,1488,1527,0,0,1017,0,0,1177,0,0,373,329,386,0,106,855,0,18,680,0,313,0,0,0,104,34,0,657,102,0,0,0,55,61,0,325,0,81,0,158,0,457,330,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,393,0,49,421,0,13,9,0,0,0,0,3,0,0,0,0,2,76,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,456,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,4,13,0,362,0,307,4,0,0,0,0,0,0,0,0,3,0,316,0,0,0,7,1,0,7,0,0,0,0,0,16,0,30,0,0,0,19,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T007_S003",24526,8199,0,0,0,4469,0,3279,2698,0,0,2410,0,0,2808,0,0,838,745,263,0,885,695,0,723,170,665,0,1,0,229,323,403,0,0,255,0,0,0,398,333,0,202,0,385,0,274,0,425,0,0,0,1,5,0,0,476,0,0,0,433,200,0,0,626,0,889,0,178,0,0,0,0,0,134,0,2,0,0,0,0,0,0,0,0,0,90,1,0,0,0,0,95,0,0,0,0,0,48,0,0,0,0,25,550,0,0,0,0,0,0,0,0,399,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,48,25,0,0,36,0,0,0,14,0,0,0,0,44,0,0,0,54,0,0,0,488,7,0,0,0,0,0,0,15,0,0,1,0,25,0,13,0,0,0,4,13,28,0,0,1,18,0,0,0,0,0,0,0,322,21,0,0,0,0,0,7,5,3,7,0,0,0,0,0,13,0,30,0,0,118,13,0,0,0,0,0,0,9,0,0,0,0,0,0,0,13,0,0,7,0,0,0,20,6,0,0,0,3,0,0,6,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,0,5,0,0,0,0,0,0,56,0,3,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"E03_T007_S004",32279,15454,0,0,0,4643,0,5079,5470,0,0,3372,0,0,3523,31,0,1114,1166,983,0,159,1112,0,1186,951,1368,0,0,0,1065,352,4,523,0,381,0,0,0,311,386,0,279,888,1442,1081,0,1247,1409,0,0,485,6,5,2,2,0,0,0,0,0,843,0,0,0,0,0,0,0,0,0,1,0,0,51,1,2,0,0,369,0,1156,0,0,0,0,77,2,0,0,0,0,134,924,1,0,0,1,90,0,0,0,0,43,585,0,0,995,0,1042,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,10,181,26,0,0,22,0,444,624,61,0,0,0,0,34,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,9,0,0,2,0,1,0,19,0,0,0,9,17,22,0,0,0,15,0,0,0,0,0,0,0,0,11,0,0,0,0,0,7,13,0,13,0,0,0,0,0,31,0,80,0,0,0,55,0,250,0,0,0,0,5,0,0,0,0,0,0,0,20,0,2,7,0,0,0,9,2,0,0,0,6,0,0,7,6,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,5,0,4,0,0,0,0,0,0,0,0,1,0,0,2,1,0,2,0,0,0,1,0,33,0,0,0,1,0,2,1,2,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"E03_T007_S005",36032,15764,0,0,0,4013,0,1304,4712,0,0,1979,0,0,733,0,0,310,1021,545,0,0,169,0,1573,927,0,0,0,0,0,73,0,0,1304,328,117,0,0,34,149,0,666,0,0,0,0,0,266,0,658,189,9,7,64,0,0,0,0,0,1114,0,0,0,0,0,687,0,0,0,0,0,0,373,21,0,0,0,0,0,0,0,1,236,0,0,9,0,0,0,0,0,158,0,0,0,0,3,18,0,0,0,0,49,0,0,0,0,0,0,0,0,0,261,0,9,20,960,0,0,0,0,924,0,0,0,0,0,3,0,21,0,0,10,0,227,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,12,0,0,0,0,0,0,11,0,0,0,12,11,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,271,10,0,0,0,0,0,4,0,13,0,0,47,13,0,0,0,0,0,0,12,0,0,0,0,0,0,0,18,0,0,10,0,0,0,13,13,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,2,0,2,6,0,2,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T007_S007",0,0,3678,2031,1110,0,1134,0,0,611,1453,0,336,1489,0,321,621,0,0,0,224,0,0,164,0,0,0,0,0,187,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,30,0,0,0,0,0,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,20,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,60,57,0,0,0,0,0,0,0,0,0,1,0,0,0,20,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T007_S008",0,0,5027,6368,4770,0,3135,0,0,4490,8526,0,3094,2275,0,3065,2094,0,0,0,788,0,0,529,0,0,0,0,0,259,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,94,0,0,0,77,0,0,0,2,0,82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,12,0,66,0,0,0,0,0,0,0,0,2,0,0,0,0,43,0,0,0,0,38,0,0,0,0,0,0,0,0,0,29,2,0,3,1,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,1,0,17,1,0,0,0,0,1,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,2,1,0,0,0,3,0,0,1,2,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,2,0,0,6,5,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,2,0,0,0,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,4,0,0,2,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"E03_T007_S009",866,0,8010,4499,6556,0,2908,0,0,3181,8613,0,3164,7306,0,3542,4082,0,0,0,1334,0,0,164,0,0,0,0,0,199,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,557,0,0,0,35,0,0,0,3,0,283,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0,1,8,0,89,0,0,0,0,0,0,0,0,3,0,0,0,0,21,0,0,0,0,94,0,0,0,2,0,0,0,0,0,36,1,0,0,2,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,439,4,0,3,0,0,0,396,0,401,0,2,0,0,2,0,0,0,0,0,1,0,0,0,223,0,0,2,313,1,0,0,3,0,0,3,2,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,3,0,0,2,0,127,0,5,1,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T007_S010",832,0,8617,7333,2918,0,6819,1,410,1608,2127,0,3990,4119,0,1167,2597,0,108,0,962,0,0,421,0,0,0,0,0,316,0,0,0,0,0,26,0,0,98,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,227,0,0,0,148,0,0,0,0,0,146,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,150,0,0,0,7,0,98,0,0,0,0,0,0,0,0,5,0,0,0,0,54,0,0,0,0,58,0,0,0,0,0,1,0,0,0,52,0,0,0,4,0,0,0,0,0,0,0,0,1,8,0,0,0,1,0,611,0,0,0,0,191,0,4,2,0,0,1,0,1,4,0,7,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,7,0,1,3,1,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,5,4,1,186,0,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,2,1,0,0,7,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,1,1,0,1,1,0,0,0,2,0,2,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T007_S011",0,0,564,804,170,0,790,0,0,620,196,0,321,97,0,200,116,0,0,0,37,0,0,40,0,0,0,0,0,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,15,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T007_S012",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T008_S001",9766,5151,0,0,0,601,0,1750,1319,1,0,1272,0,0,125,0,0,434,354,346,0,51,2,0,85,0,1088,0,0,0,0,165,0,0,0,119,0,0,0,159,123,0,0,0,62,258,140,138,0,0,0,0,0,3,0,0,0,0,244,0,95,246,0,0,0,3,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,1,0,0,0,3,0,0,0,175,0,21,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,73,0,0,1,55,4,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,5,32,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,1,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,143,3,0,0,0,126,0,0,0,0,0,0,0,109,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,3,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T008_S002",20257,9275,0,0,0,870,0,1783,3416,0,0,2537,0,0,1679,0,0,464,817,274,0,229,0,0,580,787,0,515,0,0,0,137,0,0,365,272,0,0,0,128,240,0,30,0,0,0,635,0,0,0,0,0,3,4,0,0,0,0,789,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,9,46,2,0,0,0,0,0,0,0,0,0,29,5,0,0,0,0,60,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,299,0,0,0,0,9,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,0,0,0,0,2,0,3,0,0,377,2,8,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,2,0,0,0,11,3,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
